page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
405876,Jill Jerold (Earth-616),\/Jill_Jerold_(Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,,Living Characters,11,Nov-66,1966
15060,Mutant Master (Earth-616),\/Mutant_Master_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11,Nov-66,1966
299029,Colonel Klaue (Earth-616),\/Colonel_Klaue_(Earth-616),,,,,,,Living Characters,11,Feb-67,1967
2710,Mogul of the Mystic Mountain (Earth-616),\/Mogul_of_the_Mystic_Mountain_(Earth-616),,Bad Characters,Hazel Eyes,Black Hair,Male Characters,,Living Characters,11,Feb-67,1967
2707,Missing Link (Lincoln) (Earth-616),\/Missing_Link_(Lincoln)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,11,Jul-68,1968
158539,Headstone P. Gravely (Earth-616),\/Headstone_P._Gravely_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,11,Oct-69,1969
18109,Myron MacLain (Earth-616),\/Myron_MacLain_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,11,Jul-69,1969
1405,Burtram Worthington (Earth-616),\/Burtram_Worthington_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,11,Dec-70,1970
2412,Elaine McLaughlin (Earth-616),\/Elaine_McLaughlin_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,11,Jan-70,1970
242489,Gunhawk (Earth-616),\/Gunhawk_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,11,Aug-70,1970
19612,Walter Collins (Earth-616),\/Walter_Collins_(Earth-616),,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,11,Jun-71,1971
260479,Comanche (Earth-616),\/Comanche_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,11,Jun-72,1972
300999,George Chelm (Earth-616),\/George_Chelm_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11,Jul-72,1972
70072,Mona Simpson (Earth-616),\/Mona_Simpson_(Earth-616),,,,Brown Hair,Female Characters,,Deceased Characters,11,Aug-72,1972
37417,Phil Fox (Earth-616),\/Phil_Fox_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11,Dec-72,1972
242525,Reno Jones (Earth-616),\/Reno_Jones_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Oct-72,1972
86366,Triax (New Man) (Earth-616),\/Triax_(New_Man)_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,11,Dec-72,1972
1495,Edith Harker (Earth-616),\/Edith_Harker_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11,Mar-73,1973
2409,Jordan Dixon (Earth-616),\/Jordan_Dixon_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,11,Jan-73,1973
14910,Korrek (Earth-616),\/Korrek_(Earth-616),Secret Identity,,White Eyes,Blond Hair,Male Characters,,Living Characters,11,Dec-73,1973
302045,Safron Caulder (Earth-616),\/Safron_Caulder_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,11,Sep-73,1973
168426,A Friend (Earth-616),\/A_Friend_(Earth-616),,,,,Male Characters,,Living Characters,11,Dec-74,1974
1056,Alpha (Mutant) (Earth-616),\/Alpha_(Mutant)_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Bald,Male Characters,,Living Characters,11,Sep-74,1974
1266,Cagliostro (O-Bengh) (Earth-616),\/Cagliostro_(O-Bengh)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Mar-74,1974
1195,Desmond Drew (Earth-616),\/Desmond_Drew_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Apr-74,1974
439857,Martin Gold (Earth-616),\/Martin_Gold_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,11,Aug-74,1974
73846,Taboo (Earth-616),\/Taboo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,11,Jan-74,1974
16172,Arisen Tyrk (Earth-616),\/Arisen_Tyrk_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,11,Jan-75,1975
13021,Henri Sorel (Earth-616),\/Henri_Sorel_(Earth-616),Secret Identity,,Red Eyes,No Hair,Male Characters,,Living Characters,11,May-75,1975
1286,Jebediah Fate (Earth-616),\/Jebediah_Fate_(Earth-616),Secret Identity,,Variable Eyes,Variable Hair,Male Characters,,Living Characters,11,Jan-75,1975
37393,Donna-Lee Dover (Earth-616),\/Donna-Lee_Dover_(Earth-616),,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,11,Sep-76,1976
86402,Selma Blotte (Earth-616),\/Selma_Blotte_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,11,Mar-76,1976
15394,Adam II (Earth-616),\/Adam_II_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11,Aug-77,1977
235589,Donna Maria Puentes (Earth-616),\/Donna_Maria_Puentes_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,11,Feb-77,1977
1467,Doughboy (Earth-616),\/Doughboy_(Earth-616),,,,,Agender Characters,,Living Characters,11,May-77,1977
410168,Lurker from Loch Ness (Earth-616),\/Lurker_from_Loch_Ness_(Earth-616),,Bad Characters,,,,,Deceased Characters,11,Jul-77,1977
2347,Reptilla (Earth-616),\/Reptilla_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,11,Sep-77,1977
1062,Lyle Dekker (Earth-616),\/Lyle_Dekker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,11,Feb-78,1978
27566,Marya Maximoff (Earth-616),\/Marya_Maximoff_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-79,1979
1847,Bradley Kroon (Earth-616),\/Bradley_Kroon_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,11,Jan-80,1980
39766,Chandra Ku (Earth-616),\/Chandra_Ku_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,11,Oct-80,1980
609896,Conn (Earth-616),\/Conn_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,11,Sep-80,1980
44167,Dolly Donohue (Earth-616),\/Dolly_Donohue_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,11,Nov-80,1980
492642,Jasmine (Earth-616),\/Jasmine_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Female Characters,,Deceased Characters,11,Jan-80,1980
413544,Katherine Blaire (Earth-616),\/Katherine_Blaire_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11,Mar-81,1981
2190,Robert Markham (Earth-616),\/Robert_Markham_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Oct-81,1981
172557,Shawna Lynde (Earth-616),\/Shawna_Lynde_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,11,Dec-81,1981
7575,Larry Ekler (Earth-616),\/Larry_Ekler_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11,Mar-82,1982
2529,Molly Fitzgerald (Earth-616),\/Molly_Fitzgerald_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,11,Jun-82,1982
174398,Jefferson Archer (Earth-616),\/Jefferson_Archer_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,11,May-83,1983
4476,Jerome Jaxon (Earth-616),\/Jerome_Jaxon_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,11,Sep-83,1983
653729,Koth (Earth-616),\/Koth_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11,May-83,1983
310149,Sidney Crumb (Earth-616),\/Sidney_Crumb_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,11,Apr-83,1983
23937,Skera (Earth-616),\/Skera_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,11,Oct-83,1983
20961,Sonya Tolsky (Earth-616),\/Sonya_Tolsky_(Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Female Characters,,Living Characters,11,Sep-83,1983
653733,Stalax (Earth-616),\/Stalax_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11,May-83,1983
2519,Tarm (Earth-616),\/Tarm_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,11,Oct-83,1983
477439,Zardeth (Earth-616),\/Zardeth_(Earth-616),,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Deceased Characters,11,May-83,1983
18410,Cindy Adams (Earth-616),\/Cindy_Adams_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11,Nov-84,1984
288952,Dara (Earth-616),\/Dara_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11,Sep-84,1984
3931,Douglas Carmody (Earth-616),\/Douglas_Carmody_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,11,Sep-84,1984
19563,Micah Synn (Earth-616),\/Micah_Synn_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11,Jan-84,1984
24640,Nelvanna (Earth-616),\/Nelvanna_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,11,Feb-84,1984
249824,Alaric (Asgardian) (Earth-616),\/Alaric_(Asgardian)_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,Nov-85,1985
15817,Neal Conan (Earth-616),\/Neal_Conan_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11,Dec-85,1985
19489,Alexander Woolcot (Earth-616),\/Alexander_Woolcot_(Earth-616),Secret Identity,,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11,Mar-86,1986
2255,F.R. Crozier (Earth-616),\/F.R._Crozier_(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,11,Jul-86,1986
34170,Hideko Takata (Earth-616),\/Hideko_Takata_(Earth-616),Public Identity,,,Black Hair,Female Characters,,Living Characters,11,Mar-86,1986
1731,Alphonsus Lefszycic (Earth-616),\/Alphonsus_Lefszycic_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,May-87,1987
1116,Seginn Gallio (Earth-616),\/Seginn_Gallio_(Earth-616),Secret Identity,Neutral Characters,White Eyes,White Hair,Male Characters,,Deceased Characters,11,Oct-87,1987
70480,Sol Brodstroke (Earth-616),\/Sol_Brodstroke_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11,Feb-87,1987
65391,Diane Davids (Earth-616),\/Diane_Davids_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Living Characters,11,Jul-88,1988
16491,Hawkshaw (Earth-616),\/Hawkshaw_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,11,Oct-88,1988
18272,Jess Harrison (Earth-616),\/Jess_Harrison_(Earth-616),Secret Identity,Neutral Characters,,Green Hair,Female Characters,,Living Characters,11,Jul-88,1988
1946,Kubik (Earth-616),\/Kubik_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,11,Mar-88,1988
47433,Roland Treece (Earth-616),\/Roland_Treece_(Earth-616),,,,,Male Characters,,Living Characters,11,Mar-88,1988
413942,Russell (Inferno Baby) (Earth-616),\/Russell_(Inferno_Baby)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,11,Nov-88,1988
116303,Brandy Ash (Earth-616),\/Brandy_Ash_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,11,Oct-89,1989
5353,Frank Skorina (Earth-616),\/Frank_Skorina_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,11,Nov-89,1989
1052,Thomas Jones (Earth-616),\/Thomas_Jones_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Jun-89,1989
16782,Cylla Markham (Earth-616),\/Cylla_Markham_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11,Apr-90,1990
280718,Headhunter (Mutant) (Earth-616),\/Headhunter_(Mutant)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,11,May-90,1990
21391,Hunter in Darkness (Earth-616),\/Hunter_in_Darkness_(Earth-616),Public Identity,Neutral Characters,Red Eyes,White Hair,,,Living Characters,11,Dec-90,1990
1375,Valentin Shatalov (Earth-616),\/Valentin_Shatalov_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blue Hair,Male Characters,,Living Characters,11,Apr-90,1990
13094,Dania (Earth-616),\/Dania_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,11,Dec-91,1991
1655,Foxbat (Earth-616),\/Foxbat_(Earth-616),Secret Identity,,Red Eyes,Brown Hair,Male Characters,,Deceased Characters,11,Apr-91,1991
9775,Russ Broxtel (Earth-616),\/Russ_Broxtel_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11,Jun-91,1991
17138,Snowblind (Earth-616),\/Snowblind_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,11,May-91,1991
18212,Terraformer (Force of Nature) (Earth-616),\/Terraformer_(Force_of_Nature)_(Earth-616),Secret Identity,,,,Male Characters,,Deceased Characters,11,Jan-91,1991
500205,Analisa Medina (Earth-616),\/Analisa_Medina_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-92,1992
13243,Eric Conroy (Earth-616),\/Eric_Conroy_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Mar-92,1992
522778,Ivan Trevkov (Earth-616),\/Ivan_Trevkov_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,11,Jun-92,1992
16591,Jonathan Bryant (Digitek) (Earth-616),\/Jonathan_Bryant_(Digitek)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11,Dec-92,1992
24605,Roco-Bai (Earth-616),\/Roco-Bai_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,11,Mar-92,1992
177284,Rupert Helona (Earth-616),\/Rupert_Helona_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11,Dec-92,1992
286999,Thanos (Doppelganger) (Earth-616),\/Thanos_(Doppelganger)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11,Jun-92,1992
93191,Clifton Joseph (Earth-616),\/Clifton_Joseph_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Jan-93,1993
30097,Renee Majcomb (Earth-616),\/Renee_Majcomb_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,11,Nov-93,1993
7663,Seamus Mellencamp (Earth-616),\/Seamus_Mellencamp_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,11,May-93,1993
2217,Simon Hall (Earth-616),\/Simon_Hall_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11,May-93,1993
93204,Tim Holloway (Earth-616),\/Tim_Holloway_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11,Jan-93,1993
19605,Anton Hellgate (Earth-616),\/Anton_Hellgate_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,11,Apr-94,1994
529501,Julia Caputo (Earth-616),\/Julia_Caputo_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,11,Aug-94,1994
2019,Lifeforce (Earth-616),\/Lifeforce_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11,Nov-94,1994
256543,Luminor (Earth-616),\/Luminor_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,11,Mar-94,1994
292640,Rebecca Bergier (Earth-616),\/Rebecca_Bergier_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,11,Nov-94,1994
256544,Riger (Earth-616),\/Riger_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,Jun-94,1994
27309,Ronald Hilliard (Earth-616),\/Ronald_Hilliard_(Earth-616),Known to Authorities Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,11,Jan-96,1996
52275,Swordsman (Heroes Reborn) (Earth-616),\/Swordsman_(Heroes_Reborn)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,11,Nov-96,1996
739690,Gerry Lequarre (Earth-616),\/Gerry_Lequarre_(Earth-616),,,,,Male Characters,,Living Characters,11,Jan-97,1997
512991,Jesse Thompson (Earth-616),\/Jesse_Thompson_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,11,Oct-97,1997
289460,Todd Fields (Earth-616),\/Todd_Fields_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11,Jan-97,1997
52047,Verminus Rex (Earth-616),\/Verminus_Rex_(Earth-616),,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11,Oct-97,1997
558088,Carthus (Earth-616),\/Carthus_(Earth-616),Public Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,11,Dec-98,1998
16037,Jomo Kimanye (Earth-616),\/Jomo_Kimanye_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,May-99,1999
550271,Terry Kwan (Earth-616),\/Terry_Kwan_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,Jan-99,1999
89434,Cosmic Man (Midas) (Earth-616),\/Cosmic_Man_(Midas)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11,Aug-00,2000
27312,Darren Mitchell (Earth-616),\/Darren_Mitchell_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,11,Apr-00,2000
16611,Valerie Barnhardt (Earth-616),\/Valerie_Barnhardt_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,11,Mar-01,2001
418436,Sara Robbins (Earth-616),\/Sara_Robbins_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,11,Jul-02,2002
274785,Axel Bohusk (Earth-616),\/Axel_Bohusk_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11,Jul-03,2003
289412,Beemer (Earth-616),\/Beemer_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,11,Jun-03,2003
10191,Elias Bogan (Earth-616),\/Elias_Bogan_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11,Apr-03,2003
121261,Hazel Frost (Earth-616),\/Hazel_Frost_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11,Jun-03,2003
274784,Kara Bohusk (Earth-616),\/Kara_Bohusk_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,11,Jul-03,2003
103151,Korra (Earth-616),\/Korra_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,11,Jun-03,2003
681952,Sandra Pierce (Earth-616),\/Sandra_Pierce_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11,Jun-03,2003
18415,Stewart Acheron (Earth-616),\/Stewart_Acheron_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11,Dec-03,2003
44751,Tito Bohusk (Earth-616),\/Tito_Bohusk_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,11,Jul-03,2003
20275,Armena Ortega (Earth-616),\/Armena_Ortega_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11,Aug-04,2004
117694,Esteban Ortega (Earth-616),\/Esteban_Ortega_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11,Aug-04,2004
41352,Gina Mulligan (Earth-616),\/Gina_Mulligan_(Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11,Sep-04,2004
129237,Autonomously Decisive Automated Mechanism (Earth-616),\/Autonomously_Decisive_Automated_Mechanism_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,11,Jul-05,2005
23585,Flaw (Earth-616),\/Flaw_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,11,Mar-06,2006
128803,Joey Eliot (Earth-616),\/Joey_Eliot_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,11,Nov-06,2006
657225,Lily Lucca (Earth-616),\/Lily_Lucca_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,11,Nov-06,2006
34222,Navid Hashim (Earth-616),\/Navid_Hashim_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Nov-06,2006
23589,Offset (Earth-616),\/Offset_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,11,Feb-06,2006
67988,Danny Granville (Earth-616),\/Danny_Granville_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11,Jan-07,2007
101635,Harry Givens (Earth-616),\/Harry_Givens_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,11,Aug-07,2007
453610,Kruun (Earth-616),\/Kruun_(Earth-616),,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,11,Feb-07,2007
35905,Sid Ridley (Earth-616),\/Sid_Ridley_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,11,Jan-07,2007
437789,Deborah Green (Earth-616),\/Deborah_Green_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-08,2008
110656,Randall Crowne (Earth-616),\/Randall_Crowne_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Apr-08,2008
338040,Hive (Earth-616),\/Hive_(Earth-616),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,11,May-09,2009
240076,Zadkiel (Earth-616),\/Zadkiel_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11,Feb-09,2009
395830,Abira (Earth-616),\/Abira_(Earth-616),Public Identity,Good Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,11,Oct-10,2010
473718,Aladi Ko Eke (Earth-616),\/Aladi_Ko_Eke_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,11,May-10,2010
473720,Avoe (Earth-616),\/Avoe_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Female Characters,,Living Characters,11,May-10,2010
339756,Michel de Nostredame (Earth-616),\/Michel_de_Nostredame_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,11,Aug-10,2010
352982,Phillip Hayes (Earth-616),\/Phillip_Hayes_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,11,Jan-10,2010
499534,Aaron MacKenzie (Earth-616),\/Aaron_MacKenzie_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,Apr-11,2011
478008,Black Knight (Young Masters) (Earth-616),\/Black_Knight_(Young_Masters)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,11,Sep-11,2011
489813,Dagan Shah (Earth-616),\/Dagan_Shah_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,11,Dec-11,2011
510428,Father (Earth-616),\/Father_(Earth-616),,Bad Characters,,Bald,Male Characters,,Deceased Characters,11,May-11,2011
499530,Katherine Glover (Earth-616),\/Katherine_Glover_(Earth-616),,Good Characters,,Brown Hair,Female Characters,,Living Characters,11,Apr-11,2011
489981,Nighteyes (Earth-616),\/Nighteyes_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Female Characters,,Living Characters,11,Nov-11,2011
490088,Quickshot (Earth-616),\/Quickshot_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11,Nov-11,2011
481421,Tier Sinclair (Earth-616),\/Tier_Sinclair_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Deceased Characters,11,Oct-11,2011
490333,Visigoth (Earth-616),\/Visigoth_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11,Nov-11,2011
532561,Kashmir Vennema (Earth-616),\/Kashmir_Vennema_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,11,Jun-12,2012
502003,Thori (Earth-616),\/Thori_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Living Characters,11,Feb-12,2012
642189,Andrea Benton (Earth-616),\/Andrea_Benton_(Earth-616),Public Identity,Neutral Characters,Purple Eyes,Purple Hair,Female Characters,,Living Characters,11,Apr-13,2013
578698,Charlie Cluster-7 (Cluster) (Earth-616),\/Charlie_Cluster-7_(Cluster)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Bisexual Characters,Living Characters,11,Feb-13,2013
632289,Kaelynn Alexander (Earth-616),\/Kaelynn_Alexander_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-13,2013
47419,Axel Asher (Earth-616),\/Axel_Asher_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,11,,
67995,Ben Gallagher (Earth-616),\/Ben_Gallagher_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,11,,
683593,Paul Anselm (Earth-616),\/Paul_Anselm_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11,,
12149,Rick Mason (Earth-616),\/Rick_Mason_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11,,
640759,Ebony Maw (Earth-616),\/Ebony_Maw_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,11,,
691815,Harrison Snow (Earth-616),\/Harrison_Snow_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11,,
